Rank,Player Name,Age,Country,Points,Change
588,Vladyslav Orlov,29,UKR,58,1.0
589,Trevor Svajda,18,USA,57,2.0
590,Max Basing,22,GBR,57,2.0
591,Aristotelis Thanos,23,GRE,57,4.0
592,Yankı Erel,24,TUR,57,14.0
593,Diego Augusto Barreto Sánchez,22,ESP,57,3.0
594,Eduardo Ribeiro,26,BRA,56,-33.0
595,Louis Dussin,25,FRA,56,6.0
596,Ilya Snițari,22,MDA,56,4.0
597,Erik Arutiunian,20,BLR,56,-9.0
598,Felix Gill,22,GBR,54,7.0
599,Elliot Benchetrit,26,MAR,54,15.0
600,Strong Kirchheimer,29,USA,54,8.0
601,Dušan Obradović,23,SRB,54,9.0
602,Dev Javia,22,IND,54,7.0
603,Louis Weßels,26,GER,54,8.0
604,Filip Peliwo,31,POL,54,8.0
605,Daniel Cukierman,29,ISR,53,-34.0
606,Edward Winter,20,AUS,53,7.0
607,Tim Handel,28,GER,53,51.0
608,Nino Serdarušić,28,CRO,52,-4.0
609,Sanhui Shin,27,KOR,52,55.0
610,Dominik Palan,24,CZE,52,5.0
611,Mitsuki Wei Kang Leong,20,MAS,52,5.0
612,Jacob Brumm,26,USA,52,5.0
613,Radu Mihai Papoe,22,ROU,51,6.0
614,Gilles Arnaud Bailly,19,BEL,51,7.0
615,Elmar Ejupovic,32,GER,51,7.0
616,Alex Hernandez,25,MEX,51,17.0
617,Loann Massard,19,FRA,51,19.0
618,Ben Jones,26,GBR,51,43.0
619,Constantin Bittoun Kouzmine,26,FRA,51,5.0
620,Savva Polukhin,26,RUS,50,5.0
621,Trey Hilderbrand,24,USA,50,-1.0
622,Igor Gimenez,25,BRA,50,4.0
623,Karl Poling,25,USA,50,4.0
624,Evan Zhu,26,USA,50,4.0
625,Ryuki Matsuda,25,JPN,50,-7.0
626,Harry Wendelken,23,GBR,50,4.0
627,Sebastian Gima,22,ROU,50,2.0
628,Aidan Kim,20,USA,49,3.0
629,Dominic Thiem,31,AUT,49,3.0
630,Johan Nikles,27,SUI,49,4.0
631,Evgeny Donskoy,34,RUS,48,6.0
632,Olle Wallin,23,SWE,48,17.0
633,Hamish Stewart,25,GBR,48,18.0
634,Liam Gavrielides,21,GER,48,-35.0
635,Maxim Zhukov,20,RUS,48,-12.0
636,John Sperle,23,GER,48,-1.0
637,Alejandro Manzanera Pertusa,21,ESP,48,8.0
638,Mariano Tammaro,21,ITA,48,1.0
639,Jenson Brooksby,24,USA,47,298.0
640,Alex Molčan,27,SVK,47,-50.0
641,Timo Legout,22,FRA,47,1.0
642,Damien Wenger,24,SUI,47,-70.0
643,Mateo Barreiros Reyes,24,BRA,47,
644,Maé Malige,18,FRA,47,-76.0
645,Maximus Jones,20,THA,47,-1.0
646,Emilien Demanet,19,BEL,47,-6.0
647,Kosuke Ogura,29,JPN,47,-1.0
648,Juan Sebastián Gómez,33,COL,46,-1.0
649,Kenta Miyoshi,20,JPN,46,-1.0
650,Alexander Donski,26,BUL,46,
651,Ewen Lumsden,25,GBR,46,2.0
652,Branko Djuric,20,SRB,46,-45.0
653,Franco Ribero,25,ARG,46,9.0
654,Tadeáš Paroulek,25,CZE,45,144.0
655,Mikalai Haliak,26,BLR,45,
656,Sebastian Sorger,19,AUT,45,1.0
657,Deney Wassermann,23,NED,45,-1.0
658,Dane Sweeny,24,AUS,45,7.0
659,Maxence Beaugé,24,FRA,45,
660,Maxwell Mckennon,22,USA,45,
661,John Echeverria,23,ESP,45,54.0
662,Leonardo Rossi,22,ITA,45,1.0
663,Rudy Quan,19,USA,44,68.0
664,Hayato Matsuoka,20,JPN,44,17.0
665,Imanol López Morillo,25,ESP,44,1.0
666,Alejo Sanchez Quilez,19,ESP,44,-25.0
667,Adrian Oetzbach,27,GER,44,-13.0
668,Hyeon Chung,28,KOR,43,
669,Thai Son Kwiatkowski,30,USA,43,-131.0
670,Kyle Kang,20,USA,43,-1.0
671,Antoine Bellier,28,SUI,43,-1.0
672,Théo Papamalamis,19,FRA,43,-70.0
673,Taisei Ichikawa,24,JPN,43,6.0
674,Yuki Mochizuki,27,JPN,43,-3.0
675,Buvaysar Gadamauri,24,BEL,43,12.0
676,Ignacio Monzón,27,ARG,43,-3.0
677,Aleksandr Braynin,25,UKR,43,-5.0
678,Andrey Chepelev,26,RUS,43,5.0
679,Alessandro Giannessi,34,ITA,42,-41.0
680,Darwin Blanch,17,USA,42,-28.0
681,Tristan Lamasine,32,FRA,42,23.0
682,Kenny de Schepper,37,FRA,42,-8.0
683,Noah Schachter,25,USA,42,-8.0
684,Jack Logé,20,BEL,42,-2.0
685,Pedro Vives Marcos,23,ESP,41,-1.0
686,Nikolay Vylegzhanin,24,RUS,41,8.0
687,Amr Elsayed,26,EGY,41,-20.0
688,Aziz Ouakaa,25,TUN,41,-12.0
689,Samir Hamza Reguig,23,ALG,41,-12.0
690,Adam Neff,23,USA,40,-1.0
691,Nick Chappell,32,USA,40,-6.0
692,Axel Garcian,22,FRA,40,-12.0
693,Colin Sinclair,30,NMI,40,-3.0
694,Taha Baadi,23,CAN,40,9.0
695,Massimo Giunta,20,ITA,40,-4.0
696,Bautista Vilicich,23,ARG,40,-4.0
697,Maxence Rivet,21,FRA,40,3.0
698,Wishaya Trongcharoenchaikul,29,THA,40,9.0
699,Devin Badenhorst,20,RSA,39,-4.0
700,Federico Gaio,33,ITA,39,-4.0
701,Linang Xiao,24,CHN,39,-3.0
702,Thanapet Chanta,25,THA,39,10.0
703,Tsung Hao Huang,25,TWN,39,-4.0
704,Yaroslav Demin,19,RUS,39,2.0
705,Gerald Melzer,34,AUT,38,-27.0
706,James Story,24,GBR,38,-4.0
707,Nino Ehrenschneider,23,GER,38,68.0
708,Albert Pedrico Kravtsov,19,ESP,38,-3.0
709,Maik Steiner,30,GER,38,-16.0
710,Marlon Vankan,24,GER,38,-2.0
711,Tristan McCormick,25,USA,38,18.0
712,Nicolás Kicker,32,ARG,37,-3.0
713,JiSung Nam,31,KOR,37,8.0
714,Orel Kimhi,21,ISR,37,-28.0
715,Lautaro Agustin Falabella,27,ARG,37,1.0
716,Dali Blanch,22,USA,37,2.0
717,Sergi Perez Contri,27,ESP,37,2.0
718,Filip Krajinović,33,SRB,36,-17.0
719,Etienne Donnet,24,FRA,36,14.0
720,Johan Alexander Rodriguez,21,COL,36,-6.0
721,Alex Knaff,27,LUX,36,-1.0
722,Michael Zheng,21,USA,35,2.0
723,Karlis Ozolins,22,LAT,35,2.0
724,Peter Heller,32,GER,35,-14.0
725,Liam Broady,31,GBR,35,-28.0
726,Quinn Vandecasteele,22,USA,35,6.0
727,Filippo Romano,19,ITA,35,-5.0
728,Luca Castagnola,22,ITA,35,-11.0
729,Tennys Sandgren,33,USA,34,1.0
730,Daniel Milavsky,23,USA,34,21.0
731,Tianhui Zhang,19,CHN,34,101.0
732,Samuele Pieri,23,ITA,34,-5.0
733,Paulo Andre Saraiva Dos Santos,24,BRA,34,2.0
734,William Grant,24,USA,34,25.0
735,Lorenzo Carboni,19,ITA,34,25.0
736,Wilson Leite,33,BRA,34,13.0
737,Niccolo Catini,27,ITA,34,47.0
738,Leo Vithoontien,25,JPN,34,
739,Diego Fernandez Flores,24,CHI,34,-11.0
740,Zura Tkemaladze,24,GEO,34,-3.0
741,Gavin Young,22,USA,33,-1.0
742,Oliver Tarvet,21,GBR,33,-1.0
743,Edoardo Lavagno,26,ITA,33,-1.0
744,Nam Hoang Ly,28,VIE,33,-1.0
745,Filip Jeff Planinsek,23,SLO,33,-1.0
746,Mikhail Gorokhov,21,RUS,33,-20.0
747,Luca Castelnuovo,28,SUI,33,45.0
748,Guillaume Dalmasso,22,FRA,33,-2.0
749,Filip Pieczonka,20,POL,33,-2.0
750,Ivan Marrero Curbelo,26,ESP,33,7.0
751,Joshua Sheehy,28,USA,33,30.0
752,Fares Zakaria,23,EGY,33,-64.0
753,Mikael Ymer,26,SWE,32,-3.0
754,Bogdan Pavel,25,ROU,32,-9.0
755,Ioan Alexandru Chirita,22,ROU,32,
756,Alan Fernando Rubio Fierros,26,MEX,32,8.0
757,Adam Heinonen,22,SWE,32,-3.0
758,Adhithya Ganesan,19,USA,32,
759,Tomohiro Masabayashi,27,JPN,32,-3.0
760,Michele Ribecai,22,ITA,32,-21.0
761,Khololwam Montsi,22,RSA,31,
762,Martin Borisiouk,24,BLR,31,
763,Duck-hee Lee,26,KOR,31,26.0
764,Lorenzo Rottoli,23,ITA,31,31.0
765,Ryan Fishback,22,USA,31,206.0
766,Alexander Klintcharov,28,NZL,31,
767,Alexander Stater,25,USA,31,
768,Alexandre Reco,25,FRA,31,
769,Kai Wehnelt,29,GER,31,13.0
770,Louis Tessa,26,FRA,31,
771,Manas Dhamne,17,IND,31,-2.0
772,Nathan Ponwith,26,USA,31,-1.0
773,Stefan Adrian Andreescu,23,ROU,31,-37.0
774,Kaylan Bigun,18,USA,30,-1.0
775,Miljan Zekić,36,SRB,30,-1.0
776,Antoine Hoang,29,FRA,30,-24.0
777,Vuk Radjenovic,19,SRB,30,-1.0
778,James Watt,24,NZL,30,-1.0
779,Kane Bonsach Ganley,20,DEN,30,
780,Francisco Rocha,25,POR,30,-15.0
781,S D Prajwal Dev,28,IND,30,-1.0
782,Dan Martin,25,CAN,30,3.0
783,Henry Bernet,18,SUI,29,3.0
784,Blaž Rola,34,SLO,29,3.0
785,Ozan Baris,20,USA,29,3.0
786,Luke Saville,31,AUS,29,-75.0
787,Siddharth Vishwakarma,30,IND,29,3.0
788,Cengiz Aksu,26,TUR,29,3.0
789,Gergely Madarász,30,HUN,29,-76.0
790,Matt Hulme,26,AUS,29,3.0
791,Carlo Alberto Caniato,19,ITA,29,15.0
792,Guido Andreozzi,33,ARG,28,5.0
793,Conner Huertas del Pino,29,PER,28,6.0
794,Sander Jong,24,NED,28,-22.0
795,Oliver Anderson,26,AUS,28,6.0
796,Shinji Hazawa,25,JPN,28,12.0
797,Fausto Tabacco,22,ITA,28,-49.0
798,Daniel Pátý,25,CZE,28,5.0
799,Daniel Antonio Núñez,23,CHI,28,6.0
800,Denis Klok,26,RUS,28,-22.0
801,Ignacio Parisca Romera,19,VEN,28,11.0
802,Ezekiel Clark,26,USA,28,-6.0
803,Giuseppe La Vela,24,ITA,28,-80.0
804,Ulises Blanch,26,USA,27,3.0
805,David Pichler,29,AUT,27,-42.0
806,Nicolas Zanellato,23,BRA,27,-53.0
807,Jakub Filip,19,CZE,27,2.0
808,Luca Wiedenmann,26,GER,27,2.0
809,Pavle Marinkov,19,AUS,27,28.0
810,Juan Bautista Otegui,26,ARG,27,-16.0
811,Enzo Wallart,28,FRA,27,
812,Miles Jones,24,USA,27,-8.0
813,Peter Benjamin Privara,20,SVK,26,1.0
814,Mert Alkaya,24,TUR,26,20.0
815,Peter Buldorini,20,IRL,26,-13.0
816,Benjamin Winter Lopez,26,ESP,26,9.0
817,Philip Hjorth,26,DEN,26,-2.0
818,Stefano D'Agostino,21,ITA,26,
819,Oscar Otte,31,GER,25,
820,Pierluigi Basile,18,ITA,25,
821,Millen Hurrion,25,GBR,25,1.0
822,Evgeny Philippov,23,RUS,25,-5.0
823,Simon Beaupain,25,BEL,25,-89.0
824,Toby Martin,32,GBR,25,14.0
825,Dragos Nicolae Cazacu,21,ROU,25,2.0
826,Maxence Bertimon,25,FRA,25,14.0
827,Skander Mansouri,29,TUN,24,1.0
828,Juan Ignacio Lóndero,31,ARG,24,1.0
829,Cruz Hewitt,16,AUS,24,346.0
830,Vasek Pospisil,34,CAN,24,
831,Manuel Mazza,25,ITA,24,
832,Pawit Sornlaksup,25,THA,24,1.0
833,Mert Naci Türker,26,TUR,24,60.0
834,Matthew William Donald,20,CZE,24,23.0
835,Lorenzo Bocchi,27,ITA,23,7.0
836,Alexander Bernard,21,USA,23,7.0
837,Jack Anthrop,21,USA,23,7.0
838,Felix Balshaw,18,FRA,23,7.0
839,Luis Carlos Alvarez,20,MEX,23,8.0
840,Renta Tokuda,26,JPN,23,8.0
841,Martin Van Der Meerschen,24,BEL,23,46.0
842,Francesco Ferrari,27,ITA,23,-7.0
843,Saša Marković,19,SRB,23,8.0
844,Sidharth Rawat,31,IND,23,8.0
845,Tomas Curras Abasolo,24,ESP,23,68.0
846,Collin Altamirano,29,USA,23,8.0
847,Diogo Marques,25,POR,23,6.0
848,Gabriele Maria Noce,29,ITA,23,-9.0
849,Kristjan Tamm,26,EST,23,84.0
850,Dhakshineswar Suresh,24,IND,22,9.0
851,Nikola Milojević,29,SRB,22,-5.0
852,Maxim Mrva,17,CZE,22,8.0
853,Patrick Brady,20,GBR,22,8.0
854,Victor Lilov,21,USA,22,8.0
855,Kuan Yi Lee,28,TWN,22,21.0
856,Ioannis Xilas,23,GRE,22,-43.0
857,Tyler Stice,24,USA,22,65.0
858,Georgii Kravchenko,24,UKR,22,-9.0
859,Cyril Vandermeersch,25,FRA,22,4.0
860,Mees Rottgering,17,NED,22,-10.0
861,Petr Brunclik,18,CZE,22,49.0
862,Joaquin Aguilar Cardozo,19,URU,22,-38.0
863,Yuta Kikuchi,25,JPN,22,1.0
864,Matthew Summers,26,GBR,22,1.0
865,Illya Beloborodko,23,UKR,22,1.0
866,Lasse Poertner,19,GER,22,2.0
867,Jasza Szajrych,22,POL,22,-11.0
868,Martyn Pawelski,20,POL,22,-85.0
869,Seydina Andre,21,SEN,22,29.0
870,Pietro Marino,23,ITA,22,1.0
871,Mihai Razvan Marinescu,23,ROU,22,1.0
872,Grigoriy Lomakin,26,KAZ,22,-14.0
873,Jay Dylan Hara Friend,21,JPN,21,
874,Maximilian Homberg,22,GER,21,
875,Alexander Kotzen,24,USA,21,
876,Karim Mohamed Maamoun,33,EGY,21,1.0
877,Naoya Honda,18,JPN,21,1.0
878,Evan Furness,26,FRA,21,-55.0
879,Santiago De La Fuente,23,ARG,21,206.0
880,Nikita Mashtakov,25,UKR,21,-1.0
881,Amaury Raynel,22,FRA,21,-1.0
882,Sebastian Eriksson,19,SWE,21,
883,Sheng Tang,25,CHN,21,-2.0
884,Vlad Andrei Dancu,25,ROU,21,-29.0
885,Josip Simundza,20,CRO,21,11.0
886,Juan Sebastian Osorio,27,COL,21,46.0
887,Alexandre Aubriot,25,FRA,21,-61.0
888,Noah Perfetti,23,ITA,21,-18.0
889,Saveliy Ivanov,20,RUS,21,-48.0
890,Nick Kyrgios,29,AUS,20,209.0
891,Ivan Nedelko,38,RUS,20,-7.0
892,Yun seong Chung,26,KOR,20,-7.0
893,Isaiah Strode,27,USA,20,-7.0
894,Jesse Flores,29,CRC,20,-5.0
895,Alan Magadan,23,MEX,20,-7.0
896,Daniil Ostapenkov,21,BLR,20,-6.0
897,Pierre Delage,24,FRA,20,-5.0
898,Elgin Khoeblal,23,NED,20,-7.0
899,Adil Kalyanpur,25,IND,20,-32.0
900,Matt Kuhar,28,USA,20,11.0
901,Aliaksandr Liaonenka,25,BLR,20,11.0
902,Sebastian Prechtel,28,GER,20,-8.0
903,Sergio Callejon Hernando,20,ESP,20,-34.0
904,Taiyo Yamanaka,23,JPN,20,-7.0
905,Pierre Yves Bailly,21,BEL,19,-5.0
906,Rafael Jodar,18,ESP,19,-5.0
907,Kaito Uesugi,29,JPN,19,-5.0
908,Alec Deckers,24,NED,19,-5.0
909,Cooper Williams,19,USA,19,-5.0
910,Alessandro Bellifemine,23,ITA,19,-5.0
911,Dinko Dinev,21,BUL,19,-4.0
912,Niels Lootsma,30,NED,19,-6.0
913,Chase Ferguson,26,AUS,19,-5.0
914,Amit Vales,19,ISR,19,-19.0
915,Iannis Miletich,19,ITA,19,
916,Kuzey Cekirge,24,TUR,19,
917,Niklas Schell,26,GER,19,
918,Benito Sánchez Martinez,22,GER,18,
919,Akira Santillan,27,AUS,18,20.0
920,Thomas Fancutt,30,AUS,18,-99.0
921,Jack Loutit,20,NZL,18,-2.0
921,Patrick Schoen,19,SUI,18,-2.0
923,John Hallquist Lithen,23,SWE,18,-1.0
924,Viktor Jović,23,SRB,18,-3.0
925,Yuta Kawahashi,27,JPN,18,21.0
926,Justin Boulais,23,CAN,18,19.0
927,Manish Sureshkumar,25,IND,18,-3.0
928,Nikola Basic,23,CRO,18,-3.0
929,Mwendwa Mbithi,27,USA,18,-3.0
930,Matyáš Černý,23,CZE,18,-3.0
931,Luca Fantini,24,ITA,18,-3.0
932,Joshua Charlton,25,AUS,18,-3.0
933,Yanis Ghazouani Durand,24,FRA,18,-117.0
934,Aleksandr Lobanov,23,RUS,18,
935,Michael Bassem Sobhy,20,EGY,18,-52.0
936,Abel Forger,19,NED,18,19.0
937,Niccolo Ciavarella,20,ITA,18,-2.0
938,Charlie Camus,18,FRA,18,-39.0
939,Michael Zhu,32,USA,18,17.0
940,Petar Jovanovic,21,MNE,17,-2.0
941,Maciej Rajski,33,POL,17,-1.0
942,Sora Fukuda,27,JPN,17,
943,Ignacio Antonio Becerra Otarola,24,CHI,17,-34.0
944,Gregor Ramskogler,26,AUT,17,4.0
945,Brian Bozemoj,21,NED,17,53.0
946,Chirag Duhan,21,IND,17,5.0
947,Nicolas Jadoun,22,FRA,17,3.0
948,Benjamin Thomas George,22,CAN,17,1.0
949,Finn Bass,25,GBR,17,4.0
950,Gabriele Bosio,24,ITA,17,-19.0
951,Daisuke Sumizawa,26,JPN,17,3.0
952,Corban Crowther,21,NZL,17,-16.0
953,João Sousa,35,POR,16,4.0
954,Georgi Georgiev,18,BUL,16,4.0
955,Henrik Wiersholm,27,USA,16,4.0
956,Oliver Bonding,17,GBR,16,3.0
957,Savriyan Danilov,24,RUS,16,4.0
958,Eric Hadigian,25,USA,16,4.0
959,Arda Azkara,21,TUR,16,4.0
959,Ryotero Matsumura,28,JPN,16,4.0
961,Seita Watanabe,24,JPN,16,-18.0
962,Niccolo Baroni,21,ITA,16,-18.0
963,Nicolas Tepmahc,23,FRA,16,2.0
964,Aoran Wang,28,CHN,16,43.0
965,Chan yeong Oh,26,KOR,16,1.0
966,Andrin Casanova,20,SUI,16,1.0
967,Robin Catry,23,FRA,16,1.0
968,Gustavo Ribeiro De Almeida,18,BRA,16,19.0
969,Elijah Strode,23,USA,16,61.0
970,Pengyu Lu,23,CHN,16,20.0
971,Andrew Fenty,24,USA,16,-57.0
972,Patrick Kaukovalta,26,FIN,16,2.0
973,Aldin Šetkić,37,BIH,16,
974,Preston Brown,23,USA,16,-2.0
975,Thiago Cigarran,24,ARG,16,
976,Jesse Delaney,26,AUS,16,1.0
977,Uisung Park,24,KOR,15,2.0
978,Lucas Marionneau,18,FRA,15,2.0
979,Aristarkh Safonov,22,RUS,15,2.0
980,Mariano Dedura Palomero,19,GER,15,3.0
981,Fermin Tenti,27,ARG,15,1.0
982,Derek Pham,20,AUS,15,2.0
983,Bekkhan Atlangeriev,23,RUS,15,25.0
984,Isaac Becroft,24,NZL,15,2.0
985,Stefan Latinovic,25,SRB,15,4.0
986,Andrea Fiorentini,24,ITA,15,6.0
987,Gian Marco Ortenzi,25,ITA,15,-18.0
987,Zhenxiong Dong,26,CHN,15,4.0
989,Sidane Pontjodikromo,24,NED,15,-19.0
990,Matteo De Vincentis,26,ITA,15,4.0
991,Pablo Masjuan Ginel,22,ESP,15,4.0
992,Arthur Nagel,21,FRA,15,4.0
993,Fernando Cavallo,19,ARG,15,-41.0
994,Luc Fomba,26,FRA,15,2.0
995,Dimitris Azoidis,24,GRE,15,21.0
996,Jan Kupčič,23,SLO,15,3.0
997,Ezequiel Monferrer,21,ARG,15,-21.0
998,Yuvan Nandal,19,IND,15,5.0
999,Oscar Jose Gutierrez,31,BRA,15,-21.0
1000,Dylan Dietrich,20,SUI,14,4.0
